CODIGO5;DESCRICAO5;UN5;CODNCM5
'0000473;BOBS;UN;'83024100
'0000474;CHAVE P/ BOBS;UN;'83024100
'0000475;'CLIPS CABO ACO 5/16;UN;'73269090
'0000476;'MEIA LUA 1 1/2 X3/16X30;UN;'83024100
'0000477;'MEIA LUA 1 1/2X3/16X37 5;UN;'83024100
'0000478;'CHAPA P/ EMENDA 2X1/4X40CM;UN;'83024100
'0000479;'GRAMPO P/ CONSTRUCAO 1/2X6X35CM;UN;'83024100
'0000480;TRAMELA P/ ESTRADA;UN;'83024100
'0000481;'DOBRADICA BOCA LOBO CHAVE 3X3/16 MEIO;UN;'83021000
'0000482;TRINCO SALVA VIDAS;UN;'83024900
'0000483;'RACAO CHACALZINHO 10 1KG;UN;'23091000
'0000484;'RACAO CHACAL 25KG;UN;'23099010
'0000485;'RACAO DOMUS CARNE 15KG;SC;'23099010
'0000486;'BUTOX P CE 25 500ML;UN;'38089199
'0000487;'TRIATOX PULVERIZACAO 1L;VDR;'38089991
'0000488;'TRIATOX PULVERIZACAO 200ML;UN;'38089991
'0000489;'ANESTESICO L PEARSON 50ML;UN;'30049043
'0000490;'CREOLINA 100ML;UN;'38089429
'0000491;'CREOLINA 500ML;UN;'38089429
'0000492;'PROVERME PO 28 G;UN;'30049067
'0000493;'TERRAMIN 400 1KG;UN;'30042099
'0000495;MUB BEFF PERFORM;UN;'23099090
'0000496;'CARRO TRAMONTINA DE MAO EXTRAFORTE 3.25X8;UN;'87168000
'0000497;'VIGANTOL ADE 48X100 ML;FR;'30045090
'0000498;CIMENTO;UN;'38089419
'0000499;'ESTICADOR P/CABO ACO 5/16 8MM;UN;'73269090
'0000500;'MASTIFIN VACA SECA 10GRS;UN;'30042061
'0000501;'BAYTRIL INJETAVEL 5% 10ML;UN;'30049067
'0000502;'BACTROSINA 20ML;UN;'30041012
'0000504;'BAYTICOL POUR-ON 1% 1L;UN;'30049067
'0000505;'BOLFO 200G;UN;'38086100
'0000506;'BOVIGAM L - APLICADOR 5G;UN;'30041011
'0000507;BOVIGAM XTRA VS;UN;'30041011
'0000508;'CATOSAL B12- 100ML;UN;'30045030
'0000509;'NEGUVON 20G;UN;'38089999
'0000510;'VACINA VENCOMAX 12;AM;'30024240
'0000511;VACINA PARAVEN;UN;'30024290
'0000512;'VACINA LEPTOVAC-6  10 DOSES LT001/19;FR;'30021400
'0000513;'BIONEW 100ML;UN;'30049099
'0000514;'ORGANEW 1KG;UN;'23099090
'0000515;'ARAME OVALADO -1000MT NELORE;RL;'72172010
'0000516;'ARAME FARPADO A 500M;UN;'73130000
'0000517;'ARAME PARA ELETRIFICA«√O 500M;UN;'72172090
'0000518;'ARAME PARA ELETRIFICACAO 1000M;UN;'72171090
'0000519;'VALCOR 500ML;UN;'38089196
'0000520;'MANGUEIRA CONJ JARDIM 15M;UN;'59090000
'0000521;'MANGUEIRA CONJ JARDIM 20M;UN;'59090000
'0000522;'COPO MEDIO UNIVERSAL GRADUADO 0 5 LTS;UN;'39174090
'0000523;'BIOLINE 100 ML;VDR;'38089119
'0000524;'ESGUICHO PLAST. C/GATIL 1/2;UN;'84248229
'0000525;ESGUICHO REVOLVER METAL;UN;'79070090
'0000526;'PULVERIZADOR  DE 500 ML;UN;'84248990
'0000527;PASTA SUSPENSA;UN;'38089419
'0000528;ETIQUETA PARA GONDOLA;UN;'90178010
'0000529;'MANGUEIRA CONJ JARDIM 10M;UN;'59090000
'0000530;'VASSOURA GARI 40CM;UN;'96031000
'0000531;'RACAO BOMGUY CARNE 20KG;SC;'23099010
'0000532;'RACAO BOMGUY FILHO 2KG;SC;'23099010
'0000533;'RACAO BOMGUY FILHOTE 10KG;SC;'23099010
'0000534;'AMINOFORT 250ML;UN;'30049039
'0000535;'GENESIS IVER POUR ON 1L;UN;'30049059
'0000536;'HIPOTAC 30G;UN;'30049059
'0000537;'ISACORT INJ 10ML;UN;'30049099
'0000538;'UNGUENTO PEARSON 250G;UN;'38089196
'0000539;'UNGUENTO PLUS AER 400ML;UN;'38089196
'0000540;'NEWMAST 100ML;UN;'30049039
'0000542;'BARRAGE 20ML;UN;'38089192
'0000543;'BUTOX-P 20ML;UN;'38089199
'0000544;'CORDA PP 6MM;UN;'56074900
'0000545;'CORDA PP 8MM;UN;'56074900
'0000546;'ADAP. SOLDAVEL CAIXA DAGUA 20X1/2;UN;'39174090
'0000547;'ADAP. SOLDAVEL CAIXA DAGUA 25X3/4;UN;'39174090
'0000548;'ADAP. SOLDAVEL CAIXA DAGUA 50X11/2;UN;'39174090
'0000549;'ANTI-FERRUGEM PRATIK 300ML;UN;'34039900
'0000550;'ARAME GALVANIZADO 12 1KG;RL;'72172090
'0000551;'ARAME GALVANIZADO 18 1KG;RL;'72172090
'0000552;'ARAME RECUZIDO 18 1KG;RL;'72171090
'0000553;'BOIA P/CAIXA D¡GUA ASTRA 1/2;UN;'90178010
'0000554;'ENXADA TRAM. ESTREITA 2 5L C/CB;UN;'82013000
'0000555;'ENXADA TRAM. LARGA 2 5L S/C;UN;'82013000
'0000556;FOICE ROCADEIRA TRAM.;UN;'82019000
'0000557;'LIMA KF MOTOSSERRA 8X3/16;UN;'82031010
'0000558;'LIMA KF MOTOSSERRA 8X7/32;UN;'82031010
'0000559;'PICARETA CHIBANCA TRAM. 4LBS;UN;'82013000
'0000560;'PICARETA ESTREITA TRAM. 4 LBS;UN;'82013000
'0000561;'PULVERIZA«√O PRATRIK 350ML;UN;'84249010
'0000562;'SERROTE RAMADA DIAMANTE 22P;UN;'82021000
'0000563;'SERROTE RAMADA DIAMANTE 24P;UN;'82021000
'0000564;'NUCLEO INICIAL HD 4% 20KG;UN;'23099090
'0000565;'SINCROFORTE 20ML;UN;'30043917
'0000566;'DESFLAN 50ML;UN;'30049099
'0000567;'SINCROCIO 50ML;UN;'30043939
'0000568;'MAXICAM 2% 50ML;UN;'30049073
'0000569;'SINCRODIOL 50ML;UN;'30043939
'0000570;'SINCROCP 50ML;UN;'30043939
'0000571;'SINCROGEST DISP. INTRV 10UN;UN;'30043939
'0000572;'TELA SOMBREAM 70% 3M;UN;'63061200
'0000573;'TELA SOMBREAM 70% 2 METROS LARGURA;UN;'60053800
'0000574;'KINETOMAX 50ML;UN;'30049067
'0000575;'TANIDIL 200G;UN;'38086100
'0000576;'RACAO CAP.N. AVES FRAN. CORTE 40KG;UN;'23099010
'0000578;SEMENTES HORTALICAS DIVERSAS;UN;'12099100
'0000579;EXPOSITOR HORTALICA;UN;'38089419
'0000580;'AFILOSINA 50ML;UN;'30042029
'0000581;'OLEO CANFORADO 10ML;UN;'30049099
'0000582;PRO-CICLAR C/ APLICADOR;UN;'30043939
'0000583;CONJUNTO DA BASE MEDIDOR MILK;UN;'84349000
'0000584;INSUFLADOR T. WESTFALIA;UN;'40169990
'0000585;KIT DE BORRACHAS DO MEDIDOR;UN;'84349000
'0000586;'MANGUEIRA DE LEITE TRANSPARENTE 15.5X5 2MM;UN;'84349000
'0000587;MANGUEIRA DUPLA;UN;'59090000
'0000588;MANGUEIRA CURTA DE VACUO;UN;'39173290
'0000589;MEDIDOR DE LEITE MILKLINE;UN;'84349000
'0000590;AGULHA DESC. DIV.;UN;'90183219
'0000591;BAINHA P/ INSEMINACAO;UN;'90183929
'0000592;'IVER-VET ADE 50ML;UN;'30039079
'0000593;GELADEIRA;UN;'84185090
'0000594;BRITAS;UN;'28289011
'0000596;'VACINA FUSOGARD 100ML;FR;'30024290
'0000597;RELOGIO;UN;'28289011
'0000598;BOIA BEBEDOURO;UN;'90178010
'0000599;'SERINGA  VETERINARIA 25 ML;UN;'90183119
'0000600;'BROCA MOURAO 1/2;UN;'82075011
'0000601;'BROCA MOURAO 1/4;UN;'82075011
'0000602;'BROCA MOURAO 3/8;UN;'82075011
'0000603;'BROCA MOURAO 5/16;UN;'82075011
'0000604;'MARTELO UNHA TRAM. 40370/029;UN;'82052000
'0000605;SERVICOS;UN;
'0000606;'VACINA OUROVAC POLI BT 250 ML;UN;'30024290
'0000607;'GENCO GENCLOR TABLETE GIGANTE 200 GR;UN;'38089419
'0000608;'IODO 1000 50L;UN;'28012090
'0000609;'RODO ALUM. 60CM;UN;'96039000
'0000610;'AMACIANTE 2L;UN;'38099190
'0000611;DISPLAY DE CHAO ALLFLEX;UN;'90178010
'0000612;CANETA ALLFLEX PARA BRINCO;UN;'96082000
'0000613;APLICADOR DE BRINCO;UN;'82032010
'0000614;BRINCO MEDIO LISO;UN;'39269090
'0000615;BRINCO MEDIO/GRANDE NUMERADO;CJ;'39269090
'0000616;BRINCO GRANDE LISO;UN;'39269090
'0000618;'RACAO CAP. N. AVE POSTURA Q 20KG;UN;'23099010
'0000619;'MINERPHOS ANTIMASTITE 20 KG;UN;'30043999
'0000620;'ATADURA GESSADA CREMER 10CM X 3CM;UN;'30059090
'0000626;FENO TIPO A PESADO;UN;'23099010
'0000628;'BARRAGE 1 L;UN;'38089192
'0000629;'FIBRODERM 50G;UN;'30039019
'0000630;'SORO CLORETO SODIO 09% 250 ML;UN;'30049099
'0000631;'TALFON 1KG;UN;'38089192
'0000632;'FORTGAL PLUS 50ML;UN;'30049099
'0000633;'LAMPADA  FLUOR 3U 20W 220V DL;UN;'30021400
'0000634;'LAMPADA  FL COMP. 4U E 27 40 W 220W;UN;'85392190
'0000635;'LAMPADA HALOGENA 70 127/220;UN;'85392190
'0000636;'LAMPADA  FLUOR COMP. ESPIRAL T2 20W 127V BRANCA;UN;'85392190
'0000637;'CALCIFOS 500 ML;UN;'30045090
'0000638;'ELETRIFICADOR DE CERCA ZEBU 2TT3;UN;'85437092
'0000639;'ELETRIFICADOR DE CERCA ZEBU ZK50 127V;UN;'85437092
'0000640;'ELETRIFICADOR DE CERCA ZEBU ZK50 220V;UN;'85437092
'0000641;'ELETRIFICADOR DE CERCA ZEBU ZK80 127V;UN;'85437092
'0000642;'ELETRIFICADOR DE CERCA ZEBU ZK80 220V;UN;'85437092
'0000643;'MANGUEIRA ISOLADORA 3/8" 50 MT;UN;'39172100
'0000644;'MANGUEIRA ISOLADORA 7/16";UN;'39173900
'0000645;ISOLADOR ROLDANA C/ GARRA;UN;'85472090
'0000646;'HASTE ATERRAMENTO COBREADA 1 2M C/ CONECTOR;UN;'73262000
'0000647;PORTEIRA C/ MOLA INTERNA;UN;'85469000
'0000648;'FIO ELETROPLASTICO 15X06 500MTS;UN;'56050090
'0000649;ISOLADOR VERGALHAO C/ ROSCA;UN;'85469000
'0000650;ISOLADOR ANEL AMARELO;UN;'85469000
'0000651;'POMADOL 50G;UN;'30049072
'0000652;'FLUNIXINA INJETAVEL 50ML;UN;'30049099
'0000653;'VERRUTRAT 20ML;UN;'30049099
'0000654;'GLUCARIL 500ML;FR;'30039019
'0000655;'CIOSIN 20ML;UN;'30049099
'0000656;'FORTEMIL 500ML;UN;'30045090
'0000657;'PENFORT PPU 50ML;UN;'30041013
'0000658;'FENILBUTAZONA OF 100ML;UN;'30049069
'0000659;'ANTITOXICO SM INJ 100ML;UN;'30039019
'0000660;BOVICOR BISNAGA;UN;'28152000
'0000662;'MINERPHOS ANTIMASTITE 600GRS;UN;'30049072
'0000663;'MINERPHOS FERTILIDADE 600GRS;UN;'30049072
'0000664;'MINERPHOS PAPILOMATOSE 600GRS;UN;'30049072
'0000665;'MINERPHOS PARASITARIO 20KG;UN;'30049072
'0000666;'MINERPHOS PARASITARIO 600GRS;UN;'30049072
'0000667;COLETOR COMPLETO;UN;'84349000
'0000668;'NITROSIN 400 P 1KG;UN;'30049071
'0000669;'LAMINA DE BISTURI 23;UN;'90189029
'0000670;'METAREX C/ 200 GR;UN;'30049072
'0000671;'PULMODRAZIN 10ML;UN;'30041020
'0000672;'FICAM WP 80 15GR;UN;'38086100
'0000673;'GASTOXIN PASTILHA GFA C/30 UN;UN;'38089195
'0000674;'TYLAN 100ML;UN;'30042029
'0000675;'K-OTHRINE CE25 1L;UN;'38086290
'0000677;'MATA MOSCA 25G;UN;'30049072
'0000678;'VASS. JARDIM PRETA PLASTICA TRAM.26D;UN;'96031000
'0000679;'VASS. JARDIM TRAM. REG. MET. 120 CM;UN;'82013000
'0000680;'CATGUT CROMADO 3 0CM 70CM;UN;'30061090
'0000681;'RINGER LACTATO SODIO 1L;UN;'30049099
'0000682;CAPA P/ CHUVA PVC FORRADA G;UN;'62014000
'0000683;'DESENGRIPANTE WHITE LUB 300ML;UN;'38249941
'0000684;'SOQUETE 2A;UN;'85366100
'0000685;ESCADA;UN;'84284000
'0000686;MOCHADOR CONCOVA SIMPLES;UN;'84198999
'0000687;'BROCA LONGA MOURAO 3/8 TRES PONTAS;UN;'82075011
'0000689;'BROCA LONGA MOURAO 5/16 TRES PONTAS;UN;'82075011
'0000690;AGULHA HIPODERMICA VET.;UN;'90183219
'0000691;BICO DOSADOR P/ APLICACAO ORAL;UN;'90189099
'0000692;BICO P/ MAMADEIRA GARRAFA PET;UN;'39269090
'0000693;TORQUES P/ CASCOS;UN;'82032090
'0000694;RASPADEIRA METALICA;UN;'82141000
'0000695;RASPADEIRA DE PLASTICO;UN;'39269090
'0000696;ISOLADOR CASTANHA;UN;'85469000
'0000697;ISOLADOR TIPO W;UN;'85472090
'0000698;TERMOMETRO P/ LATICINIOS;UN;'84349000
'0000699;SINCRO ECG;UN;'30043915
'0000700;'MASTER LP 500ML LT: 0009/15;UN;'30049059
'0000701;'MASTER LP 200ML;UN;'30049059
'0000702;'MASTER LP 50ML;UN;'30049059
'0000703;'MASTER LP 1000ML LT: 0010/16;UN;'30049059
'0000704;'VACINA BOUBA AVIARIA 100/DS;AM;'30024270
'0000705;'VACINA COLERA E TIFO AVIARIA 50/ML;UN;'30024290
'0000706;VACINA NEWCASTLE;AM;'30024270
'0000707;'MINERPHOS DIARREIA 20KG;UN;'30049072
'0000708;'ADE CORTE E LEITE 50 ML INJETAVEL;UN;'30045040
'0000709;'LAVIZ MO HORSE 40GR;UN;'23099090
'0000710;'PIRAVERME GEL ORAL 25G;UN;'30049059
'0000711;DESMAMADOR P/ BEZERRO GRANDE;UN;'39269090
'0000712;'TYLAN SOLUVEL 110GRS;UN;'30032029
'0000713;'CORDA TRANC. PET 14MM;MT;'56075090
'0000714;'CORDA TRANC. PET 03MM;MT;'56074900
'0000715;'CORDA TRANC. PET 04MM;MT;'56074900
'0000716;'CORDA TRANC. PET 06MM;MT;'56074900
'0000717;'CORDA TRANC. PET 10MM;MT;'56075090
'0000718;'CORDA TRANC. PET 12MM;MT;'56075090
'0000719;'CORDA TRANC. PET 08MM;MT;'56075090
'0000720;EXPOSITOR DE CORDA;UN;'28289011
'0000721;MUB REPRODUCAO;UN;'23099090
'0000722;FENO MASSAI;UN;'23099010
'0000723;'RACAO CHANIN MIX 1KG/CRIOU OUTRO CODIGO;UN;'23099010
'0000724;PURIFICADOR DE AGUA;UN;'28289011
'0000725;'TUBO PTA AMARELO 11/2"- 100M;UN;'39172100
'0000726;'ABRACADEIRA NYLON 7 5MM X 400MM;UN;'39269090
'0000727;'ABRACADEIRA NYLON 3 6MMX150MM;UN;'39269090
'0000728;'ABRACADEIRA NYLON 4 9MMX200MM;UN;'84138100
'0000729;'ABRACADEIRA NYLON 480MM X 370MM;UN;'39269090
'0000730;'ABRACADEIRA NYLON 4 9MMX280MM;UN;'39269090
'0000731;'ABRACADEIRA NYLON 4 8MMX390MM;UN;'84138100
'0000733;'LUVA RASPA PUNHO MEDIO 15CM;UN;'42032900
'0000734;'FILTRO 470 X 58 MM (PCT 100 UNID);UN;'56031230
'0000735;INSUFLADOR HARMONY;UN;'40169990
'0000736;GLICOSOL HORSE LV;UN;'23099090
'0000737;'SUPRAFER LV 1L;UN;'23099090
'0000738;'CAIXA TERMICA 3 LTS;UN;'39231090
'0000739;'CAIXA TERMICA 7 LTS;UN;'39231090
'0000740;'CAIXA TERMICA 12 LTS;UN;'39231090
'0000741;'CAIXA TERMICA 17 LTS;UN;'39231090
'0000742;'CAIXA TERMICA 21 LTS;UN;'39231090
'0000743;'CAIXA TERMICA 27 LTS;UN;'39231090
'0000744;'CAIXA TERMICA 37 LTS;UN;'39231090
'0000745;'COBACTAN 25% INJETAVEL 50ML;UN;'30042059
'0000746;MASTIJET FORTE;UN;'30042079
'0000748;'COMEDOURO AVES 15KG;UN;'84362900
'0000749;'FORMICIDA SUPREMA 30GR;UN;'38089191
'0000750;'ADAP. SOLD CURTO 20X1/2;UN;'39174090
'0000751;'ADAP. SOLD CURTO 25X3/4;UN;'39174090
'0000752;'ADAP. SOLD CURTO 50X1.1/2;UN;'84248221
'0000753;'CAVADEIRA 150 CM;UN;'82019000
'0000754;CAVADEIRA ARTICULADA RAMA;UN;'82019000
'0000755;'COLA DUREPOXI MASSA 100G;UN;'35061090
'0000756;'ENXADA TRAM. LARGA 2 5L COM CABO;UN;'82013000
'0000757;'JOELHO SD 20X1/2 AZUL;UN;'39174090
'0000758;'JOELHO SD. 25X1/2 AZUL;UN;'39174090
'0000759;'JOELHO 25 X 3/4 LR;UN;'39174090
'0000760;'LUVA LR 20X1/2 AZUL;UN;'39174090
'0000762;'LUVA LR 25X1/2 AZUL;UN;'84248221
'0000763;'LUVA LR 25X3/4 AZUL;UN;'39174090
'0000764;'TE LR 20X1/2;UN;'84248221
'0000765;'TE LR 25X1/2;UN;'39174090
'0000766;'TE LR 25X3/4;UN;'84248221
'0000767;'TORNEIRA JARD. 3/4;UN;'84818099
'0000768;'TORQUES ARMADOR 12 IRWIN ENCARTELADO;UN;'82032010
'0000770;'AGROVET PS 50ML;UN;'30041019
'0000771;VETIMAST PLUS VL;UN;'30042052
'0000772;'ACATAK POUR ON 5L;UN;'38089993
'0000773;'MICOTIL 10ML;UN;'30042029
'0000774;'MICOTIL 50ML;UN;'30042029
'0000775;'MINOXEL PLUS 100ML;UN;'30042059
'0000776;'TYLAN 200 INJETAVEL 50ML;UN;'30042029
'0000777;'NAQUASONE 10ML;UN;'30043210
'0000778;'POTENFORT ORAL B12 120ML;UN;'30045030
'0000779;'GLIFOSATO CONCENTRADO IMBATIVEL 50ML;UN;'38085925
'0000781;'VACINA RAI-VET 25 DS PART 031/22 VENC:12/2024;FR;'30024210
'0000782;'BORGAL FRASCO 50ML;UN;'30046000
'0000783;'FITA ADESIVA ADERE TRANSP. 45MM X 30 MT;UN;'90178010
'0000784;'SOLDA IMPORTADO EMTUBO 25GR 4MT;UN;'80030000
'0000785;'FITA ZEBRADA 200MTS;UN;'58063200
'0000786;'PA TRAMONTINA DE BICO 04 C/C;UN;'82011000
'0000787;'PILHA PANASONIC ZINCO PEQUENA AA CT/4;UN;'02109919
'0000788;'LUVA SOLD 32MM;UN;'39174090
'0000789;'ADAP. SOLD CURTO 32X1;UN;'39174090
'0000790;'TE LR AZUL 20X1/2;UN;'39174090
'0000791;'TE LR AZUL 25X1/2;UN;'39174090
'0000792;'TE LR AZUL 25X3/4;UN;'39174090
'0000793;'LUVA 25X3/4 LR;UN;'84248221
'0000794;'LUVA 32X1 LR;UN;'39174090
'0000795;CARRO METALOSA DE CARGA PNEU MACICO;UN;'87168000
'0000796;'ASPERSOR GRB IRRIG 25CM 3/4X1/2;UN;'84248221
'0000797;'ASPERSOR GRB IRRIG 50CM 3/4X1/2 - 304;UN;'84248221
'0000798;'ASPERSOR GRB IRRIG 100CM 3/4X1/2 -309;UN;'84248221
'0000799;'UNIAO IRRIGACAO 01;UN;'84248229
'0000800;'JOELHO IRRIGA. 3/4;UN;'84248221
'0000801;MICRO ASPERSOR BAILARINA COMPLETO;UN;'84248221
'0000802;'GARFO 10 DENTES C/CABO;UN;'82019000
'0000803;BOTA  BRANCA/PRETA S/ FORRO;UN;'64019200
'0000805;'HIPOCLORITO SODIO 12% 20L;UN;'28289011
'0000806;'HIPOCLORITO SODIO 12% 50L;UN;'28289011
'0000807;'LAT 200 50L;UN;'38249941
'0000808;'RACAO CAPULL NOV. PEL 18% 40KG;UN;'23099010
'0000809;'SEM. MILHO LG 6030 PRO;UN;'10051000
'0000810;'AMINOMIX FORTE 5KG;UN;'23099090
'0000811;'AMINOMIX FORTE 2 5KG;UN;'23099090
'0000813;'CATOSAL B12 20ML;UN;'30045030
'0000814;'GLUTELLAC 50ML;UN;'23099090
'0000815;'DOB. FERRADURA 01 (6.1/2);UN;'83021000
'0000816;'DOBRADI«A  NO DE PORCO 1/2;UN;'42010090
'0000817;CATRACA P/ ARAME LISO;UN;'85469000
'0000818;CANCELADO;UN;'30024260
'0000819;'VACINA AFTOSA 30ML (15 DOSES)  PART0007/22 VAL 07/2024;UN;'30024260
'0000820;'TE IRRIGACAO TRIPLO 1;UN;'84248229
'0000821;'DISCO DIAM TURBO SECO 105MM D AZUL;UN;'68042190
'0000822;'DISCO DIAM SEGMENTADO 105MM D AZUL;UN;'68042190
'0000823;'DISCO DIAM SUPER LISO SECO 105MM D AZUL;UN;'68042190
'0000824;'DISCO DIAM ECONOMICO 105MM D AZUL;UN;'68042190
'0000825;'DISCO SERRA C/VIDEA 4.3/8X24D AZUL;UN;'82023900
'0000826;'DISCO CORTE INOX SECUR 4.1/2X10M;UN;'68042211
'0000827;'DISCO CORTE INOX XPERT 4 1/2X1 0MM;UN;'68042211
'0000828;'CORREIA A-034;UN;'40101200
'0000829;'CORREIA A-033;UN;'40101200
'0000830;'CORREIA A-038;UN;'40103600
'0000831;CORREIA A DIVERSAS;UN;'40103500
'0000832;'CORREIA A-040;UN;'40103500
'0000833;'LONA PRETA CONSTRUCAO 8 0MMX50M;UN;'39202019
'0000834;'LONA PB 12M;UN;'39173290
'0000835;'TELA SOMBRA PRETA 50% 300MX50M;UN;'63061200
'0000836;'SEMEADEIRA MONODISCO /SOFT 600;UN;'84323110
'0000837;'SEM. BRACHIARIA C.V MARANDU  LOTE001/2020;UN;'12092900
'0000838;'SEM. BRIZANTHA C.V BRS PIATA  LTP56/22;SC;'12092900
'0000839;SEM. MOMBACA (ZURI);UN;'12092900
'0000840;'SEM.  MASSAI 10KG GERPLANT;SC;'12092900
'0000841;'ADUBO 05-25-15 50KG;UN;'31052000
'0000842;'ADUBO.04-28-08+CA+ENX+MICROS;UN;'31052000
'0000843;'CYPEBIO POUR-ON 1000ML;UN;'30049099
'0000844;'SEM. MILHO HIBRIDO BG7049YH CM;UN;'10051000
'0000845;'CAPA PEDESTRE GESSADA C/ CAPUZ 1 4MT;UN;'39262000
'0000846;'CAPA BOIADEIRO GESSADA 1 60MT;UN;'42010090
'0000847;IVER GEL COMPOSTO;UN;'30049059
'0000848;'DESFLAN 10ML;UN;'30049099
'0000849;'SUPERFORTE EQUINOS 1L;UN;'23099090
'0000850;'CANTER OF 1L;UN;'23099090
'0000851;SEM. LLANERO INCRUSTADA;UN;'12092900
'0000852;'FLOXIN ORAL 50ML;UN;'30049067
'0000853;'SEMENTES DE MILHO HIBRIDO K9555VIP3;SC;'10051000
'0000854;'SEM. MILHO HIBRIDO RK3014;UN;'10051000
'0000855;'SEM. SORGO S1 BRS655;UN;'12092900
'0000856;N√O UTILIZAR;UN;'30024260
'0000857;'MOSCOL GRANULADO 25 GRS;UN;'38089199
'0000858;'VACINA BGS CELL RAIVA 25 DOSES;UN;'30024210
'0000859;BRINCO LOGOMARCA GRANDE;UN;'39269090
'0000860;AGULHA ALLFEX;UN;'73181500
'0000861;'SEM. MILHO HIB. RB 9308 PRO LOTE 1170616;UN;'10051000
'0000863;'CARRO METALOSA DE MAO CAMARA 325X8;UN;'87168000
'0000864;DIAZINON LITRO;UN;'29335932
'0000865;'SEM MILHO SHS 7990 PRO 3 C2L 60 S;UN;'10051000
'0000866;'SEM. MILHO HIB SILOMAIS RB 9308 PRO LT 1170859;UN;'10051000
'0000867;'SORGO FORRAG SHS 570 ASTRAL RG 10 KG;UN;'12092900
'0000868;'RACAO CAPULHORSE PEL 13% 40KG;UN;'23099010
'0000869;'CONC CAPUL AVE FRAN CORTE 40KG;UN;'23099010
'0000870;'CICLORFOS PLUS POUR ON 1L;UN;'38089192
'0000871;'BOMBA INI 80315;UN;'84138100
'0000872;'VACINA AFTOSA 250ML LOTE:0001/17;UN;'30024260
'0000873;'VACINA AFTOSA 30ML 15 DS  LT 000422 VAL 01/06/24;DS;'30021400
'0000874;'VACINA BRUCELOSE ANAVAC B19 15 D LT:033/25 VAL: 29/08/2026;FR;'30024290
'0000875;CRESTAR;UN;'30049099
'0000876;'FERTAGYL 50 ML;UN;'30043921
'0000877;'FERTILCARE BENZOATO SINCRONIZACAO 100ML;UN;'30041012
'0000878;'VACINA LEPTO-VACIN PECUARIA  20DS;FR;'30024250
'0000879;'DECTOMAX ANTIPARASIT. INJ. 500ML;UN;'30049059
'0000880;'BOIA P/ CX. DAGUA AMAN. 3/4 20X1;UN;'84818019
'0000881;'REGADOR METASUL PLAST 10LTS PRETO;UN;'39249000
'0000882;'ATADURA CREPON CREMER 15CM X1 80M;UN;'30059090
'0000883;'GLIFOSATO CITROMAX 1 LITRO;UN;'38089324
'0000884;'SUPL. MIN. CAPUL P. REPRODUCAO 25KG;UN;'23099010
'0000885;'CIPROLAC 10G;UN;'30042099
'0000886;'ESTREPTOMAX 6 25G;UN;'30041020
'0000887;'CURSOTRAT 10 ML;UN;'30049099
'0000888;'PEN E STREP 50ML;UN;'30041015
'0000889;K-SPOT POUR-ON;UN;'30049021
'0000890;'TETRADUR INJ. LA-300 50ML;UN;'30042099
'0000891;'VOSS PERFORMA 500ML;UN;'30049059
'0000892;'VOSS PRODUCE 1L;UN;'30049059
'0000893;'SUPL MI. KILAMB PRO AGUAS M 30KG;UN;'23099010
'0000894;FORMICIDA FORMIFIRE;UN;'38089119
'0000895;'FORMIMAX ISCA 500GRS;UN;'38089199
'0000897;SEM. MOMBACA MIYAGI;UN;'12092900
'0000898;'NEGUVON 150G;UN;'38089999
'0000899;'ADUBO YARA BELA 27 00 00;UN;'31029000
'0000900;'COLETOR TIPO CLASSIC 300;UN;'84349000
'0000901;INSUFLADOR BOSIO;UN;'40169990
'0000902;'UREIA 50KG;UN;'31021010
'0000903;'ADUBO 04 24 12 50KG;UN;'31052000
'0000904;'ADUBO SULFAMMO META 29;UN;'31022100
'0000905;'YARA BELA.23-00-08+3CA+1MG;UN;'31022100
'0000906;'ECTONIL POUR ON 1 LT;UN;'38089192
'0000907;'ADUBO TOP-PHOS 328;UN;'31055900
'0000908;'DESINF AZULIM 550 ML;UN;'28289011
'0000910;FILTRO PULSADOR;UN;'84349000
'0000911;NAO USAR;UN;'23099010
'0000912;'EQUEST VERMIF ORAL 12 2G;UN;'30049055
'0000913;COCHO COM BOIA C/ GARRA;UN;'85079020
'0000914;COCHO SEM BOIA C/ GARRA;UN;'85079020
'0000915;'COCHO 1 5X50 380LTS;UN;'85079020
'0000916;'CARRINHO DE SILO  MADEIRA 130 LITROS;UN;'39172300
'0000917;'TELA GALINHEIRO 1 5XX50MT FIO 22;UN;'73144100
'0000918;'TELA GALINHEIRO 1 80X50MT FIO 22;MT;'73144100
'0000919;'TELA PINTEIRO 1 00X50MT FIO 22;UN;'73144100
'0000920;'TELA VIVEIRO 1MT  FIO 26;UN;'73144100
'0000921;LANCA CHAMAS C/ REGISTRO;UN;'84368000
'0000922;TORNEIRA DO MEDIDOR DE LEITE MIK;UN;'84349000
'0000923;VALVULA TIPE-TOPE CLASSIC;UN;'84818019
'0000924;VALVULA TIPE-TOPE HARMONY;UN;'84818019
'0000925;VALVULA TIPE-TOPE SULINOX;UN;'84349000
'0000926;'EMEMAST VS. 50G;UN;'30042099
'0000928;'IVOMEC ORAL 250ML;UN;'30049059
'0000929;'PLUVIOMETRO 130MM;UN;'90152090
'0000930;'TIGUVON 150 ML;UN;'38089199
'0000931;'RACAO CAPULL AP PEL. 22% 40KG;UN;'23099010
